#,from,to,PM10,PM2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
5990,2023-04-04 09:15:00,2023-04-04 09:30:00,327.0,116.0,4.3,38.3,23.8,1.34,6.9,11.5,54.7,
5991,2023-04-04 09:30:00,2023-04-04 09:45:00,327.0,116.0,3.5,32.7,20.3,1.39,4.7,9.4,59.0,
5992,2023-04-04 09:45:00,2023-04-04 10:00:00,327.0,48.0,3.4,29.4,18.4,,3.8,8.3,63.0,
5993,2023-04-04 10:00:00,2023-04-04 10:15:00,327.0,48.0,4.2,28.3,18.5,,4.9,8.1,64.1,
5994,2023-04-04 10:15:00,2023-04-04 10:30:00,327.0,48.0,3.8,28.2,18.1,2.21,14.0,7.9,67.2,
5995,2023-04-04 10:30:00,2023-04-04 10:45:00,327.0,48.0,3.6,27.7,17.7,1.39,14.0,7.4,73.9,
5996,2023-04-04 10:45:00,2023-04-04 11:00:00,327.0,43.0,3.8,27.1,17.5,1.39,,7.3,80.9,
5997,2023-04-04 11:00:00,2023-04-04 11:15:00,327.0,43.0,3.5,26.9,17.2,1.4,,8.1,83.7,
5998,2023-04-04 11:15:00,2023-04-04 11:30:00,327.0,43.0,3.9,24.4,16.1,1.4,,8.8,83.5,
5999,2023-04-04 11:30:00,2023-04-04 11:45:00,327.0,43.0,3.7,22.1,14.8,1.37,1.1,8.5,83.8,
6000,2023-04-04 11:45:00,2023-04-04 12:00:00,327.0,47.0,,,,1.32,,,75.1,
6001,2023-04-04 12:00:00,2023-04-04 12:15:00,327.0,47.0,,,,1.24,,,70.1,
6002,2023-04-04 12:15:00,2023-04-04 12:30:00,327.0,47.0,,,,1.21,,12.2,67.3,
6003,2023-04-04 12:30:00,2023-04-04 12:45:00,,47.0,3.6,20.8,14.0,1.23,,8.1,69.1,
6004,2023-04-04 12:45:00,2023-04-04 13:00:00,,26.0,3.8,22.0,14.8,1.23,,8.0,68.4,
6005,2023-04-04 13:00:00,2023-04-04 13:15:00,,26.0,3.6,24.0,15.7,1.23,,8.3,66.7,
6006,2023-04-04 13:15:00,2023-04-04 13:30:00,,26.0,3.7,24.9,16.2,1.2,,8.5,69.0,
6007,2023-04-04 13:30:00,2023-04-04 13:45:00,113.0,26.0,3.1,25.2,16.0,1.23,,9.2,70.4,
6008,2023-04-04 13:45:00,2023-04-04 14:00:00,113.0,39.0,2.4,25.6,15.6,1.24,,9.3,73.6,
6009,2023-04-04 14:00:00,2023-04-04 14:15:00,113.0,39.0,3.2,25.8,16.3,1.25,1.5,9.6,76.5,
6010,2023-04-04 14:15:00,2023-04-04 14:30:00,113.0,39.0,3.4,25.2,16.1,1.27,0.5,9.7,73.8,
6011,2023-04-04 14:30:00,2023-04-04 14:45:00,89.0,39.0,3.2,25.5,16.2,1.26,,10.0,70.4,
6012,2023-04-04 14:45:00,2023-04-04 15:00:00,89.0,38.0,3.2,25.2,16.0,1.21,1.3,10.0,67.7,
6013,2023-04-04 15:00:00,2023-04-04 15:15:00,89.0,38.0,3.6,26.1,16.8,1.19,6.2,9.7,67.2,
6014,2023-04-04 15:15:00,2023-04-04 15:30:00,89.0,38.0,4.0,26.7,17.5,1.19,7.4,9.9,66.2,
6015,2023-04-04 15:30:00,2023-04-04 15:45:00,99.0,38.0,3.9,27.5,17.8,1.2,8.3,9.8,67.9,
6016,2023-04-04 15:45:00,2023-04-04 16:00:00,99.0,42.0,3.7,28.3,18.1,1.23,9.0,9.8,69.8,
6017,2023-04-04 16:00:00,2023-04-04 16:15:00,99.0,42.0,3.3,29.6,18.4,1.23,11.6,10.2,68.5,
6018,2023-04-04 16:15:00,2023-04-04 16:30:00,99.0,42.0,3.9,30.6,19.5,1.21,11.9,10.7,65.3,
6019,2023-04-04 16:30:00,2023-04-04 16:45:00,99.0,42.0,3.6,31.9,19.9,1.25,14.1,10.7,66.1,
6020,2023-04-04 16:45:00,2023-04-04 17:00:00,99.0,47.0,3.8,32.7,20.5,1.25,11.2,10.8,63.5,
6021,2023-04-04 17:00:00,2023-04-04 17:15:00,99.0,47.0,4.2,33.4,21.2,1.21,10.3,10.9,59.1,
6022,2023-04-04 17:15:00,2023-04-04 17:30:00,99.0,47.0,4.3,34.0,21.6,1.19,10.6,11.1,62.8,
6023,2023-04-04 17:30:00,2023-04-04 17:45:00,99.0,47.0,4.7,32.4,21.0,1.21,11.0,9.8,59.3,
6024,2023-04-04 17:45:00,2023-04-04 18:00:00,152.0,58.0,4.3,32.0,20.6,1.23,8.6,8.7,57.6,
6025,2023-04-04 18:00:00,2023-04-04 18:15:00,152.0,58.0,4.1,32.9,20.8,1.25,7.1,7.8,55.2,
6026,2023-04-04 18:15:00,2023-04-04 18:30:00,152.0,58.0,3.6,34.0,21.0,1.28,9.4,7.0,51.5,
6027,2023-04-04 18:30:00,2023-04-04 18:45:00,152.0,58.0,4.0,34.7,21.7,1.32,9.0,6.7,51.0,
6028,2023-04-04 18:45:00,2023-04-04 19:00:00,246.0,69.0,4.2,35.5,22.2,1.34,4.8,7.1,53.2,
6029,2023-04-04 19:00:00,2023-04-04 19:15:00,246.0,69.0,3.9,36.1,22.4,1.32,4.2,7.4,56.0,
6030,2023-04-04 19:15:00,2023-04-04 19:30:00,246.0,69.0,3.5,36.8,22.4,1.34,6.1,7.1,53.4,
6031,2023-04-04 19:30:00,2023-04-04 19:45:00,246.0,69.0,3.3,36.3,21.9,1.29,5.5,7.7,58.9,
6032,2023-04-04 19:45:00,2023-04-04 20:00:00,202.0,53.0,2.6,36.1,21.4,1.31,6.7,7.9,70.4,
6033,2023-04-04 20:00:00,2023-04-04 20:15:00,202.0,53.0,3.1,35.1,21.1,1.32,9.0,8.1,70.8,
6034,2023-04-04 20:15:00,2023-04-04 20:30:00,202.0,53.0,3.4,33.5,20.6,1.34,10.7,8.4,68.2,
6035,2023-04-04 20:30:00,2023-04-04 20:45:00,202.0,53.0,2.9,34.3,20.6,1.31,9.7,8.6,68.7,
6036,2023-04-04 20:45:00,2023-04-04 21:00:00,160.0,50.0,3.1,34.3,20.8,1.27,10.5,8.8,68.5,
6037,2023-04-04 21:00:00,2023-04-04 21:15:00,160.0,50.0,3.4,34.3,21.1,1.27,9.0,8.8,65.9,
6038,2023-04-04 21:15:00,2023-04-04 21:30:00,160.0,50.0,3.4,33.9,20.8,1.23,8.9,9.9,67.6,
6039,2023-04-04 21:30:00,2023-04-04 21:45:00,160.0,50.0,3.1,33.5,20.4,1.24,10.3,10.5,64.4,
6040,2023-04-04 21:45:00,2023-04-04 22:00:00,124.0,42.0,3.0,33.1,20.0,1.26,10.1,10.5,60.3,
6041,2023-04-04 22:00:00,2023-04-04 22:15:00,124.0,42.0,2.8,34.0,20.4,1.26,9.8,10.7,56.5,
6042,2023-04-04 22:15:00,2023-04-04 22:30:00,124.0,42.0,3.6,35.0,21.5,1.27,10.1,10.6,50.2,
6043,2023-04-04 22:30:00,2023-04-04 22:45:00,124.0,42.0,3.3,36.8,22.3,1.42,11.6,11.0,41.4,
6044,2023-04-04 22:45:00,2023-04-04 23:00:00,111.0,48.0,3.0,37.8,22.6,1.55,13.4,11.3,42.7,
6045,2023-04-04 23:00:00,2023-04-04 23:15:00,111.0,48.0,3.3,38.0,22.9,1.56,13.2,11.4,39.8,
6046,2023-04-04 23:15:00,2023-04-04 23:30:00,111.0,48.0,3.5,38.6,23.4,1.56,14.4,11.5,36.6,
6047,2023-04-04 23:30:00,2023-04-04 23:45:00,111.0,48.0,3.6,38.4,23.4,1.57,14.4,11.5,33.5,
6048,2023-04-04 23:45:00,2023-04-05 00:00:00,113.0,64.0,4.6,38.2,24.0,,,11.1,31.3,
6049,2023-04-05 00:00:00,2023-04-05 00:15:00,113.0,64.0,4.7,38.4,24.3,1.56,17.5,11.5,28.7,
6050,2023-04-05 00:15:00,2023-04-05 00:30:00,113.0,64.0,4.6,40.0,25.0,1.55,19.0,11.7,29.4,
6051,2023-04-05 00:30:00,2023-04-05 00:45:00,113.0,64.0,4.6,40.6,25.4,1.5,19.2,11.6,34.3,
6052,2023-04-05 00:45:00,2023-04-05 01:00:00,122.0,55.0,4.1,39.2,24.2,1.49,19.6,11.0,30.6,
6053,2023-04-05 01:00:00,2023-04-05 01:15:00,122.0,55.0,4.1,39.5,24.3,1.49,18.7,10.5,27.0,
6054,2023-04-05 01:15:00,2023-04-05 01:30:00,122.0,55.0,4.6,39.1,24.5,1.47,18.3,10.6,25.8,
6055,2023-04-05 01:30:00,2023-04-05 01:45:00,122.0,55.0,4.6,37.9,23.9,1.34,17.8,9.7,36.7,
6056,2023-04-05 01:45:00,2023-04-05 02:00:00,122.0,50.0,4.1,37.7,23.4,1.27,17.0,9.3,35.4,
6057,2023-04-05 02:00:00,2023-04-05 02:15:00,122.0,50.0,3.8,38.7,23.6,1.27,16.2,8.9,36.8,
6058,2023-04-05 02:15:00,2023-04-05 02:30:00,122.0,50.0,3.4,39.4,23.8,1.27,15.9,8.5,40.8,
6059,2023-04-05 02:30:00,2023-04-05 02:45:00,122.0,50.0,3.3,37.5,22.7,1.31,15.0,8.4,40.1,
6060,2023-04-05 02:45:00,2023-04-05 03:00:00,102.0,50.0,3.6,37.7,23.0,1.4,15.6,8.4,25.4,
6061,2023-04-05 03:00:00,2023-04-05 03:15:00,102.0,50.0,4.2,41.1,25.3,1.43,16.0,8.2,21.4,
6062,2023-04-05 03:15:00,2023-04-05 03:30:00,102.0,50.0,4.6,43.0,26.6,1.42,15.7,8.3,18.2,
6063,2023-04-05 03:30:00,2023-04-05 03:45:00,102.0,50.0,4.2,43.1,26.4,1.43,15.5,8.9,15.4,
6064,2023-04-05 03:45:00,2023-04-05 04:00:00,124.0,49.0,3.7,43.7,26.3,1.44,15.2,9.4,13.4,
6065,2023-04-05 04:00:00,2023-04-05 04:15:00,124.0,49.0,4.5,45.4,27.8,1.45,14.9,9.3,12.9,
6066,2023-04-05 04:15:00,2023-04-05 04:30:00,124.0,49.0,4.6,45.8,28.1,1.53,15.2,9.3,10.0,
6067,2023-04-05 04:30:00,2023-04-05 04:45:00,124.0,49.0,4.8,45.8,28.3,1.6,15.4,9.6,6.9,
6068,2023-04-05 04:45:00,2023-04-05 05:00:00,112.0,57.0,5.6,46.5,29.3,1.59,15.7,9.3,8.5,
6069,2023-04-05 05:00:00,2023-04-05 05:15:00,112.0,57.0,6.0,46.7,29.7,1.57,16.1,9.4,8.8,
6070,2023-04-05 05:15:00,2023-04-05 05:30:00,112.0,57.0,6.8,46.4,30.2,1.63,15.7,10.2,3.9,
6071,2023-04-05 05:30:00,2023-04-05 05:45:00,112.0,57.0,8.2,48.1,32.3,1.66,15.4,11.0,1.7,
6072,2023-04-05 05:45:00,2023-04-05 06:00:00,130.0,72.0,10.0,50.9,35.2,1.68,15.4,10.7,1.9,
6073,2023-04-05 06:00:00,2023-04-05 06:15:00,130.0,72.0,14.4,52.3,39.5,1.96,17.5,10.8,2.3,
6074,2023-04-05 06:15:00,2023-04-05 06:30:00,130.0,72.0,33.7,52.1,55.1,2.11,19.9,7.2,2.1,
6075,2023-04-05 06:30:00,2023-04-05 06:45:00,130.0,72.0,46.9,56.4,68.2,2.07,20.7,10.4,1.7,
6076,2023-04-05 06:45:00,2023-04-05 07:00:00,155.0,192.0,49.2,57.3,70.5,2.13,22.6,11.7,2.6,
6077,2023-04-05 07:00:00,2023-04-05 07:15:00,155.0,192.0,52.1,57.4,72.9,2.39,26.1,12.7,3.0,
6078,2023-04-05 07:15:00,2023-04-05 07:30:00,155.0,192.0,50.3,60.4,73.0,1.92,28.1,13.0,11.1,
6079,2023-04-05 07:30:00,2023-04-05 07:45:00,155.0,192.0,33.3,71.4,65.0,1.57,25.4,12.9,22.4,
6080,2023-04-05 07:45:00,2023-04-05 08:00:00,360.0,113.0,15.1,76.9,53.2,1.56,22.6,12.9,31.8,
6081,2023-04-05 08:00:00,2023-04-05 08:15:00,360.0,113.0,8.2,63.1,40.2,1.52,21.9,10.8,38.7,
6082,2023-04-05 08:15:00,2023-04-05 08:30:00,360.0,113.0,6.3,56.9,35.4,1.48,21.2,11.5,46.5,
6083,2023-04-05 08:30:00,2023-04-05 08:45:00,360.0,113.0,5.0,50.7,31.1,1.49,21.7,12.0,51.8,
6084,2023-04-05 08:45:00,2023-04-05 09:00:00,175.0,65.0,4.4,46.9,28.5,1.49,23.4,11.9,,
6085,2023-04-05 09:00:00,2023-04-05 09:15:00,175.0,65.0,4.2,43.2,26.4,1.48,23.4,12.6,,
6086,2023-04-05 09:15:00,2023-04-05 09:30:00,175.0,65.0,4.3,39.4,24.5,1.5,22.8,12.9,59.7,
6087,2023-04-05 09:30:00,2023-04-05 09:45:00,175.0,65.0,4.6,35.2,22.5,1.5,21.9,11.0,61.9,
6088,2023-04-05 09:45:00,2023-04-05 10:00:00,,43.0,4.2,32.3,20.6,,22.5,9.5,62.8,
6089,2023-04-05 10:00:00,2023-04-05 10:15:00,118.0,43.0,4.7,31.5,20.6,,22.7,9.0,63.1,
6090,2023-04-05 10:15:00,2023-04-05 10:30:00,118.0,43.0,4.1,31.4,20.0,2.27,23.6,8.1,66.7,
6091,2023-04-05 10:30:00,2023-04-05 10:45:00,118.0,43.0,3.8,30.0,19.1,1.43,23.5,7.5,66.8,
6092,2023-04-05 10:45:00,2023-04-05 11:00:00,83.0,38.0,3.5,30.6,19.1,1.42,,6.6,67.4,
6093,2023-04-05 11:00:00,2023-04-05 11:15:00,83.0,38.0,3.7,30.5,19.2,1.42,,7.1,67.6,
6094,2023-04-05 11:15:00,2023-04-05 11:30:00,83.0,38.0,3.7,30.4,19.2,1.6,,7.4,69.2,
6095,2023-04-05 11:30:00,2023-04-05 11:45:00,83.0,38.0,3.2,30.3,18.8,1.65,41.4,7.3,72.7,
6096,2023-04-05 11:45:00,2023-04-05 12:00:00,88.0,42.0,,,,1.64,40.7,,68.9,
6097,2023-04-05 12:00:00,2023-04-05 12:15:00,88.0,42.0,,,,1.61,35.3,,66.7,
6098,2023-04-05 12:15:00,2023-04-05 12:30:00,88.0,42.0,,,,1.59,18.1,11.6,63.4,
6099,2023-04-05 12:30:00,2023-04-05 12:45:00,88.0,42.0,4.4,27.5,18.2,1.59,17.9,6.2,63.5,
6100,2023-04-05 12:45:00,2023-04-05 13:00:00,88.0,29.0,3.7,27.2,17.5,1.59,14.7,6.1,62.4,
6101,2023-04-05 13:00:00,2023-04-05 13:15:00,88.0,29.0,3.5,27.4,17.4,1.58,13.7,6.2,63.4,
6102,2023-04-05 13:15:00,2023-04-05 13:30:00,88.0,29.0,3.4,27.7,17.6,1.56,12.9,6.9,62.0,
6103,2023-04-05 13:30:00,2023-04-05 13:45:00,88.0,29.0,3.6,27.8,17.7,1.53,13.3,7.7,61.1,
6104,2023-04-05 13:45:00,2023-04-05 14:00:00,88.0,30.0,3.9,28.2,18.1,1.57,14.7,8.3,60.8,
6105,2023-04-05 14:00:00,2023-04-05 14:15:00,102.0,30.0,3.1,29.2,18.0,1.57,15.0,7.9,62.7,
6106,2023-04-05 14:15:00,2023-04-05 14:30:00,102.0,30.0,2.6,30.5,18.4,1.58,14.6,7.5,58.6,
6107,2023-04-05 14:30:00,2023-04-05 14:45:00,102.0,30.0,2.7,31.4,18.9,1.58,13.0,8.0,60.7,
6108,2023-04-05 14:45:00,2023-04-05 15:00:00,102.0,28.0,3.3,31.5,19.5,1.63,13.4,7.8,60.9,
6109,2023-04-05 15:00:00,2023-04-05 15:15:00,83.0,28.0,3.1,31.7,19.4,1.63,12.3,7.4,61.1,
6110,2023-04-05 15:15:00,2023-04-05 15:30:00,83.0,28.0,2.6,32.1,19.2,1.65,13.2,7.8,60.7,
6111,2023-04-05 15:30:00,2023-04-05 15:45:00,83.0,28.0,3.0,31.1,19.0,1.64,13.7,8.3,62.3,
6112,2023-04-05 15:45:00,2023-04-05 16:00:00,83.0,39.0,3.3,30.9,19.1,1.68,16.8,8.2,59.6,
6113,2023-04-05 16:00:00,2023-04-05 16:15:00,83.0,39.0,3.2,30.2,18.7,1.67,15.0,7.9,58.2,
6114,2023-04-05 16:15:00,2023-04-05 16:30:00,83.0,39.0,3.3,30.6,19.0,1.63,12.3,7.9,59.6,
6115,2023-04-05 16:30:00,2023-04-05 16:45:00,83.0,39.0,3.7,30.3,19.1,1.63,14.1,8.1,60.2,
6116,2023-04-05 16:45:00,2023-04-05 17:00:00,83.0,33.0,3.8,30.1,19.1,1.64,15.3,8.3,58.6,
6117,2023-04-05 17:00:00,2023-04-05 17:15:00,124.0,33.0,3.1,31.0,19.0,1.71,20.1,8.7,56.8,
6118,2023-04-05 17:15:00,2023-04-05 17:30:00,124.0,33.0,4.0,31.8,20.2,1.68,24.7,8.6,54.1,
6119,2023-04-05 17:30:00,2023-04-05 17:45:00,124.0,33.0,4.3,32.1,20.5,1.69,18.2,7.9,56.5,
6120,2023-04-05 17:45:00,2023-04-05 18:00:00,124.0,48.0,3.5,31.2,19.4,1.74,16.5,7.0,51.1,
6121,2023-04-05 18:00:00,2023-04-05 18:15:00,72.0,48.0,3.5,32.0,19.8,1.75,14.1,6.6,46.1,
6122,2023-04-05 18:15:00,2023-04-05 18:30:00,72.0,48.0,3.9,33.1,20.8,1.82,13.8,6.6,42.9,
6123,2023-04-05 18:30:00,2023-04-05 18:45:00,72.0,48.0,3.7,35.0,21.6,2.0,16.3,7.1,32.4,
6124,2023-04-05 18:45:00,2023-04-05 19:00:00,72.0,70.0,3.4,38.7,23.3,2.1,17.5,7.2,23.2,
6125,2023-04-05 19:00:00,2023-04-05 19:15:00,132.0,70.0,3.8,43.2,26.1,1.97,16.1,7.6,18.1,
6126,2023-04-05 19:15:00,2023-04-05 19:30:00,132.0,70.0,5.1,49.0,30.1,2.7,17.2,7.6,5.4,
6127,2023-04-05 19:30:00,2023-04-05 19:45:00,132.0,70.0,9.6,53.8,36.4,2.74,20.5,8.1,1.6,
6128,2023-04-05 19:45:00,2023-04-05 20:00:00,132.0,154.0,16.2,57.3,43.7,2.53,22.8,8.7,2.0,
6129,2023-04-05 20:00:00,2023-04-05 20:15:00,202.0,154.0,21.4,61.8,50.2,2.84,25.4,9.2,3.7,
6130,2023-04-05 20:15:00,2023-04-05 20:30:00,202.0,154.0,22.9,65.3,53.3,2.18,21.2,9.4,20.2,
6131,2023-04-05 20:30:00,2023-04-05 20:45:00,202.0,154.0,16.0,67.9,49.1,1.97,17.8,9.3,32.0,
6132,2023-04-05 20:45:00,2023-04-05 21:00:00,202.0,89.0,8.3,67.1,42.5,1.88,16.5,9.1,40.8,
6133,2023-04-05 21:00:00,2023-04-05 21:15:00,410.0,89.0,5.6,59.9,36.4,1.81,14.8,8.5,47.3,
6134,2023-04-05 21:15:00,2023-04-05 21:30:00,410.0,89.0,4.4,52.1,31.2,1.91,14.3,8.4,38.0,
6135,2023-04-05 21:30:00,2023-04-05 21:45:00,410.0,89.0,3.9,49.6,29.5,2.28,17.2,9.0,5.0,
6136,2023-04-05 21:45:00,2023-04-05 22:00:00,410.0,66.0,7.0,54.8,34.8,2.39,19.7,9.7,1.5,
6137,2023-04-05 22:00:00,2023-04-05 22:15:00,132.0,66.0,17.7,60.1,46.3,2.34,18.2,8.5,1.7,
6138,2023-04-05 22:15:00,2023-04-05 22:30:00,132.0,66.0,22.4,66.0,53.4,2.35,16.6,7.8,1.2,
6139,2023-04-05 22:30:00,2023-04-05 22:45:00,132.0,66.0,22.8,66.4,53.9,2.46,17.4,9.6,1.3,
6140,2023-04-05 22:45:00,2023-04-05 23:00:00,132.0,94.0,21.9,65.7,52.8,2.52,16.8,10.2,2.3,
6141,2023-04-05 23:00:00,2023-04-05 23:15:00,190.0,94.0,21.3,63.7,51.2,2.52,16.8,10.7,1.4,
6142,2023-04-05 23:15:00,2023-04-05 23:30:00,190.0,94.0,20.3,61.6,49.2,2.47,16.7,10.9,2.2,
6143,2023-04-05 23:30:00,2023-04-05 23:45:00,190.0,94.0,18.3,58.9,46.2,2.45,15.1,11.3,2.5,
6144,2023-04-05 23:45:00,2023-04-06 00:00:00,190.0,103.0,16.7,56.8,43.8,,,11.3,1.8,
6145,2023-04-06 00:00:00,2023-04-06 00:15:00,200.0,103.0,19.3,55.9,45.5,2.15,15.2,11.2,1.6,
6146,2023-04-06 00:15:00,2023-04-06 00:30:00,200.0,103.0,26.3,53.7,50.0,2.22,16.6,11.3,1.5,
6147,2023-04-06 00:30:00,2023-04-06 00:45:00,200.0,103.0,34.7,51.7,55.8,2.18,18.1,11.0,1.5,
6148,2023-04-06 00:45:00,2023-04-06 01:00:00,213.0,163.0,41.9,53.1,62.3,2.18,18.6,10.7,1.3,
6149,2023-04-06 01:00:00,2023-04-06 01:15:00,213.0,163.0,44.5,53.7,64.7,2.02,19.2,10.7,1.9,
6150,2023-04-06 01:15:00,2023-04-06 01:30:00,213.0,163.0,41.3,54.4,62.5,2.0,18.4,11.4,1.9,
6151,2023-04-06 01:30:00,2023-04-06 01:45:00,213.0,163.0,36.9,53.6,58.5,2.06,18.9,10.5,1.7,
6152,2023-04-06 01:45:00,2023-04-06 02:00:00,,113.0,33.2,51.3,54.3,2.1,18.3,10.6,1.9,
6153,2023-04-06 02:00:00,2023-04-06 02:15:00,,113.0,32.1,51.8,53.6,2.3,19.1,10.0,1.5,
6154,2023-04-06 02:15:00,2023-04-06 02:30:00,,113.0,34.8,50.7,55.3,2.35,21.0,10.7,2.2,
6155,2023-04-06 02:30:00,2023-04-06 02:45:00,,113.0,40.0,50.5,59.4,2.32,22.1,10.6,1.9,
6156,2023-04-06 02:45:00,2023-04-06 03:00:00,200.0,147.0,41.8,51.3,61.3,2.22,21.2,10.3,1.0,
6157,2023-04-06 03:00:00,2023-04-06 03:15:00,200.0,147.0,43.3,50.0,61.8,2.22,20.8,10.5,1.1,
6158,2023-04-06 03:15:00,2023-04-06 03:30:00,200.0,147.0,44.2,48.8,61.9,2.16,21.0,10.9,1.4,
6159,2023-04-06 03:30:00,2023-04-06 03:45:00,200.0,147.0,44.5,46.6,61.0,2.04,22.1,11.5,1.3,
6160,2023-04-06 03:45:00,2023-04-06 04:00:00,327.0,143.0,45.6,47.7,62.4,2.0,21.7,11.0,1.0,
6161,2023-04-06 04:00:00,2023-04-06 04:15:00,327.0,143.0,44.7,50.0,62.9,2.43,18.9,10.4,1.5,
6162,2023-04-06 04:15:00,2023-04-06 04:30:00,327.0,143.0,39.9,47.8,57.8,2.43,15.4,10.3,1.7,
6163,2023-04-06 04:30:00,2023-04-06 04:45:00,327.0,143.0,36.3,44.8,53.3,2.42,16.0,10.8,2.1,
6164,2023-04-06 04:45:00,2023-04-06 05:00:00,335.0,130.0,32.3,43.2,49.2,2.37,16.1,10.9,1.8,
6165,2023-04-06 05:00:00,2023-04-06 05:15:00,335.0,130.0,30.9,42.2,47.6,2.43,14.5,10.8,1.8,
6166,2023-04-06 05:15:00,2023-04-06 05:30:00,335.0,130.0,30.3,41.0,46.5,2.47,14.0,11.1,1.5,
6167,2023-04-06 05:30:00,2023-04-06 05:45:00,335.0,130.0,33.0,40.1,48.1,2.71,15.9,11.9,2.2,
6168,2023-04-06 05:45:00,2023-04-06 06:00:00,219.0,166.0,39.4,39.9,53.3,2.68,17.6,12.9,1.5,
6169,2023-04-06 06:00:00,2023-04-06 06:15:00,219.0,166.0,44.1,40.5,57.4,2.66,18.3,13.3,1.4,
6170,2023-04-06 06:15:00,2023-04-06 06:30:00,219.0,166.0,46.3,41.9,59.9,2.56,18.0,13.1,1.4,
6171,2023-04-06 06:30:00,2023-04-06 06:45:00,219.0,166.0,47.3,41.5,60.6,3.0,18.7,13.1,1.9,
6172,2023-04-06 06:45:00,2023-04-06 07:00:00,312.0,230.0,51.5,41.4,63.9,2.74,20.8,13.6,2.4,
6173,2023-04-06 07:00:00,2023-04-06 07:15:00,312.0,230.0,49.1,43.5,63.0,2.2,19.7,13.3,3.8,
6174,2023-04-06 07:15:00,2023-04-06 07:30:00,312.0,230.0,37.5,49.7,56.9,2.27,19.4,12.9,5.4,
6175,2023-04-06 07:30:00,2023-04-06 07:45:00,312.0,230.0,26.0,57.2,51.5,2.47,19.7,12.6,6.5,
6176,2023-04-06 07:45:00,2023-04-06 08:00:00,400.0,151.0,21.3,59.2,48.8,2.63,22.6,12.6,9.3,
6177,2023-04-06 08:00:00,2023-04-06 08:15:00,400.0,151.0,18.3,63.6,48.7,2.51,21.7,12.5,13.7,
6178,2023-04-06 08:15:00,2023-04-06 08:30:00,400.0,151.0,15.0,64.8,46.7,2.08,21.1,12.4,21.5,
6179,2023-04-06 08:30:00,2023-04-06 08:45:00,400.0,151.0,11.4,62.8,42.6,2.1,19.9,11.9,27.0,
6180,2023-04-06 08:45:00,2023-04-06 09:00:00,,119.0,9.0,59.1,38.8,2.27,20.2,12.4,,
6181,2023-04-06 09:00:00,2023-04-06 09:15:00,305.0,119.0,6.7,57.8,36.2,2.67,21.8,13.8,,
6182,2023-04-06 09:15:00,2023-04-06 09:30:00,305.0,119.0,5.4,56.4,34.4,2.54,27.0,14.0,41.1,
6183,2023-04-06 09:30:00,2023-04-06 09:45:00,305.0,119.0,4.7,55.0,33.0,2.43,47.8,12.1,33.3,
6184,2023-04-06 09:45:00,2023-04-06 10:00:00,305.0,95.0,6.2,59.6,36.8,,111.0,9.8,21.6,
6185,2023-04-06 10:00:00,2023-04-06 10:15:00,254.0,95.0,10.1,67.0,43.8,,140.3,9.0,19.4,
6186,2023-04-06 10:15:00,2023-04-06 10:30:00,254.0,95.0,12.2,71.6,48.0,2.95,102.9,8.0,31.1,
6187,2023-04-06 10:30:00,2023-04-06 10:45:00,254.0,95.0,9.9,69.1,44.8,2.11,102.5,7.4,35.9,
6188,2023-04-06 10:45:00,2023-04-06 11:00:00,254.0,57.0,8.3,65.5,41.6,2.1,,6.8,26.1,
6189,2023-04-06 11:00:00,2023-04-06 11:15:00,254.0,57.0,13.9,69.4,48.3,2.11,,7.1,11.5,
6190,2023-04-06 11:15:00,2023-04-06 11:30:00,254.0,57.0,25.5,73.8,60.0,2.11,,6.7,24.8,
6191,2023-04-06 11:30:00,2023-04-06 11:45:00,254.0,57.0,23.2,78.9,60.9,2.1,250.9,6.0,20.9,
6192,2023-04-06 11:45:00,2023-04-06 12:00:00,254.0,51.0,,,,2.08,280.1,,18.8,
6193,2023-04-06 12:00:00,2023-04-06 12:15:00,145.0,51.0,,,,2.08,198.5,,32.4,
6194,2023-04-06 12:15:00,2023-04-06 12:30:00,145.0,51.0,,,,2.08,130.0,10.8,48.4,
6195,2023-04-06 12:30:00,2023-04-06 12:45:00,145.0,51.0,6.6,66.2,40.6,2.08,122.4,5.5,48.8,
6196,2023-04-06 12:45:00,2023-04-06 13:00:00,145.0,42.0,5.7,59.8,36.4,2.08,124.2,5.9,49.1,
6197,2023-04-06 13:00:00,2023-04-06 13:15:00,100.0,42.0,5.1,54.9,33.3,2.08,110.7,6.4,51.5,
6198,2023-04-06 13:15:00,2023-04-06 13:30:00,100.0,42.0,5.1,51.0,31.3,2.08,81.3,6.9,54.0,
6199,2023-04-06 13:30:00,2023-04-06 13:45:00,100.0,42.0,3.5,48.0,28.4,2.1,84.2,7.6,53.0,
6200,2023-04-06 13:45:00,2023-04-06 14:00:00,100.0,42.0,2.8,47.8,27.7,2.13,73.6,8.3,52.7,
6201,2023-04-06 14:00:00,2023-04-06 14:15:00,84.0,42.0,3.3,46.5,27.4,2.07,23.8,8.1,61.1,
6202,2023-04-06 14:15:00,2023-04-06 14:30:00,84.0,42.0,3.1,42.8,25.3,2.28,29.2,7.8,64.9,
6203,2023-04-06 14:30:00,2023-04-06 14:45:00,84.0,42.0,3.4,39.4,23.7,2.28,25.3,8.0,70.2,
